Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
                           2014 EN206  L4    4.532   5.676  14.3   20140304  178.3   138.4  205.5   14.4  0.112   5.104  (  3d)   MPO435056
                           2014 EQ206  L4    4.887   5.635  14.3   20201217  331.85   60.8  331.0   38.0  0.071   5.261  ( 40d)   E2020-HD8
                           2014 EF207  L4    5.028   5.286  14.8   20140304  168.6   144.0  208.4    8.0  0.025   5.157  (  3d)   MPO435056
                           2014 EH207  L4    5.161   5.287  14.8   20140304  170.1   111.6  240.7    6.6  0.012   5.224  (  2d)   MPO435056
                           2014 EO208  L4    4.881   5.351  15.0   20140304  351.5   316.1  218.2    7.9  0.046   5.116  (  2d)   MPO435056
                           2014 ET208  L4    4.938   5.296  14.7   20140304  202.0    73.6  252.1    6.8  0.035   5.117  (  2d)   MPO435056
                           2014 EF209  L4    4.953   5.125  14.8   20140304  239.5    78.6  209.9    8.9  0.017   5.039  (  3d)   MPO435056
                           2014 EJ209  L4    4.836   5.302  14.6   20140304  201.4    44.7  282.6    6.3  0.046   5.069  (  2d)   MPO435056
                           2014 EE210  L4    5.074   5.486  14.8   20140304  339.4   338.6  209.7    3.8  0.039   5.280  (  3d)   MPO435057
                           2014 EM210  L4    4.396   5.606  14.2   20140212  157.9    26.9  336.7   10.6  0.121   5.001  (  6d)   MPO435057
                           2014 EH211  L4    4.989   5.329  14.7   20140304  225.2    84.2  222.4    6.8  0.033   5.159  (  2d)   MPO435057
                           2014 EM211  L4    4.857   5.325  15.0   20140304  336.0   354.9  199.4   14.3  0.046   5.091  (  3d)   MPO435057
                           2014 EO211  L4    4.839   5.159  14.8   20140304  241.8    22.0  268.4    7.6  0.032   4.999  (  3d)   MPO435057
                           2014 ED212  L4    4.954   5.324  14.8   20140304  290.4   297.0  307.5    5.7  0.036   5.139  (  2d)   MPO435057
                           2014 ES212  L4    4.705   5.317  14.6   20140304  208.4   135.4  189.1    8.9  0.061   5.011  (  3d)   MPO435057
                           2014 EV212  L4    5.151   5.427  14.7   20140304  272.8    72.5  187.0    6.4  0.026   5.289  (  3d)   MPO435057
                           2014 EP213  L4    4.959   5.402  14.2   20201217  354.83  209.1  173.6    9.0  0.043   5.180    10     MPC xxxxx
                           2014 EN215  L4    4.743   5.605  14.2   20201217   43.07   22.9  299.3   13.9  0.083   5.174     6     E2020-V70
                           2014 EO215  L4    4.640   5.918  15.1   20140304   14.6   271.2  225.5    6.8  0.121   5.279  (  3d)   MPO435058
                           2014 ER215  L4    4.951   5.416  14.0   20201217  292.90  157.2  267.6    7.2  0.045   5.183     7     MPO599507
                           2014 EM216  L4    4.806   5.608  14.9   20140304   27.0   294.5  189.7   20.7  0.077   5.207  (  3d)   MPO435058
                           2014 EU216  L4    4.643   5.461  14.4   20140304  170.5   124.3  223.8   15.4  0.081   5.052  (  3d)   MPO435058
                           2014 EJ217  L4    4.837   5.524  14.6   20201217  293.69  131.4  297.1   14.2  0.066   5.181     5     E2020-UQ6
                           2014 EM219  L4    4.861   5.521  13.8   20201217  295.37  248.4  178.4   16.0  0.064   5.191     9     MPO599507
                           2014 EE220  L4    5.101   5.299  14.7   20140304  210.8    19.2  295.7    7.9  0.019   5.200  (  3d)   MPO435059
                           2014 EX220  L4    4.635   5.289  14.7   20140304  194.5    53.6  279.9    7.7  0.066   4.962  (  3d)   MPO435059
                           2014 EG221  L4    4.828   5.587  14.8   20201217  110.08   47.2  222.5   10.4  0.073   5.207     2     MPO519055
                           2014 EU221  L4    4.813   5.493  14.5   20140304  195.3   121.8  211.9    8.6  0.066   5.153  (  3d)   MPO435059
                           2014 EA222  L4    4.821   5.099  14.8   20140304  207.2   115.8  204.3    7.5  0.028   4.960  (  3d)   MPO435059
                           2014 EB222  L4    4.397   5.889  14.3   20140304  185.4   129.1  212.9    6.8  0.145   5.143  (  3d)   MPO435059
                           2014 EU222  L4    5.005   5.325  14.8   20140304  220.9   333.7  335.8    7.8  0.031   5.165  (  2d)   MPO435060
                           2014 EM223  L4    4.931   5.612  15.1   20201217  319.89  187.3  217.6    6.6  0.065   5.272     3     MPO519055
                           2014 EW223  L4    4.774   5.340  14.7   20140304  104.5   205.7  212.5    9.4  0.056   5.057  ( 21d)   MPO435060
                           2014 EJ224  L4    5.142   5.411  13.8   20201217  227.48  171.8  332.9   13.8  0.025   5.276     9     E2020-U37
                           2014 EJ226  L4    4.273   5.699  14.3   20140304  197.5    34.8  304.6    7.9  0.143   4.986  (  3d)   MPO435060
                           2014 EK226  L4    4.802   5.524  14.6   20140304  212.8    94.8  228.6    7.1  0.070   5.163  (  3d)   MPO435061
                           2014 EK227  L4    4.832   5.684  15.1   20140304   19.1   190.1  302.5   15.1  0.081   5.258  (  3d)   MPO435061
                           2014 EM227  L4    4.995   5.305  14.8   20140304  137.0    60.0  317.0   22.1  0.030   5.150  (  2d)   MPO435061
                           2014 EO229  L4    4.672   5.278  14.6   20140304  172.4   154.6  194.0   17.6  0.061   4.975  (  3d)   MPO435061
                           2014 EW229  L4    5.075   5.167  14.8   20140304  327.4   310.1  246.9    7.8  0.009   5.121  (  3d)   MPO435061
                           2014 ER231  L4    4.855   5.541  15.0   20140304  337.5   220.2  333.1   29.2  0.066   5.198  (  3d)   MPO435062
                           2014 EN232  L4    4.875   5.699  15.1   20140304  350.8   335.5  201.7   12.9  0.078   5.287  (  3d)   MPO435062
                           2014 ES232  L4    4.824   5.112  15.0   20140304  218.5    89.2  221.9    7.7  0.029   4.968  (  2d)   MPO435062
                           2014 EV232  L4    5.076   5.284  15.0   20140304  332.1   340.0  214.1    6.8  0.020   5.180  (  3d)   MPO435062
                           2014 EZ232  L4    5.061   5.257  14.8   20140304  319.6     3.4  204.3    8.3  0.019   5.159  (  3d)   MPO435062
                           2014 EB233  L4    5.009   5.131  14.9   20140304  252.9     1.6  272.7    4.2  0.012   5.070  (  2d)   MPO435062
                           2014 EH234  L4    4.812   5.739  14.7   20201217  353.01   30.7  342.5   16.3  0.088   5.275     5     E2020-TF9
                           2014 EU234  L4    4.404   5.922  14.8   20140212   89.9   217.5  204.1    8.8  0.147   5.163  (  5d)   MPO435062
                           2014 EW234  L4    4.675   5.489  14.4   20140304  194.8   128.6  207.0   12.7  0.080   5.082  (  3d)   MPO435062
                           2014 EV235  L4    4.198   5.894  14.2   20140304  189.8   110.5  232.1    4.4  0.168   5.046  (  3d)   MPO435062
                           2014 EW235  L4    4.646   5.510  14.5   20140304  201.5    14.6  317.1    7.0  0.085   5.078  (  3d)   MPO435062
                           2014 EG236  L4    4.791   5.243  15.0   20140304  308.1   241.3  345.8    5.4  0.045   5.017  (  3d)   MPO435063
                           2014 EO236  L4    5.066   5.434  14.6   20140304  262.8   283.7  349.4    8.9  0.035   5.250  (  2d)   MPO435063
                           2014 ES236  L4    4.892   5.332  14.7   20140304  220.0   137.5  176.3   22.0  0.043   5.112  (  2d)   MPO435063
                           2014 EE237  L4    4.765   5.215  14.7   20140304  250.5    14.6  272.0    6.1  0.045   4.990  (  3d)   MPO435063
                           2014 EU238  L4    5.002   5.367  14.3   20201217  302.50  147.5  270.3    9.9  0.035   5.184     9     E2020-U37
                           2014 EJ239  L4    4.626   5.452  14.4   20140304  167.9   138.0  212.1   19.3  0.082   5.039  (  3d)   MPO435063
                           2014 EP240  L4    4.926   5.400  14.7   20140304  112.0   176.6  230.3   10.0  0.046   5.163  ( 22d)   MPO473314
                           2014 EU240  L4    4.835   5.301  14.7   20140304  204.0   353.1  330.6   29.5  0.046   5.068  (  3d)   MPO435064
                           2014 EV240  L4    5.001   5.148  14.6   20201217  344.82  174.0  217.7    9.1  0.015   5.074     7     E2020-V16
                           2014 EB242  L4    4.969   5.287  14.8   20140304  182.6   160.0  181.5   13.7  0.031   5.128  (  2d)   MPO435064
                           2014 EL242  L4    5.087   5.337  15.0   20140304  356.4   335.2  192.0   11.8  0.024   5.212  (  3d)   MPO435064
                           2014 ET242  L4    4.822   5.568  14.4   20201217  293.60  145.3  285.0    7.7  0.072   5.195     2     E2020-TF9
                           2014 EU242  L4    4.333   5.685  14.4   20140304  181.3   152.5  191.4   16.9  0.135   5.009  (  2d)   MPO435064
                           2014 EN243  L4    4.795   5.728  14.2   20201217  321.87  103.5  297.0   11.1  0.089   5.262     8     E2020-T53
                           2014 EU243  L4    4.771   5.610  14.3   20201217  323.16  225.8  176.4   32.2  0.081   5.190     6     E2021-A07
                           2014 EX243  L4    5.060   5.438  14.8   20140304  330.1   223.6  334.7   24.6  0.036   5.249  (  3d)   MPO435064
                           2014 EY243  L4    4.741   5.293  14.7   20140304  191.6   135.1  199.9    7.4  0.055   5.017  (  3d)   MPO435064
                           2014 EZ243  L4    4.986   5.304  14.7   20140304  207.4    83.5  236.7    5.5  0.031   5.145  (  3d)   MPO435065
                           2014 ED244  L4    4.655   5.611  14.8   20201217  343.71  212.6  171.9   21.8  0.093   5.133     5     MPC xxxxx
                           2014 EE244  L4    4.685   5.867  15.3   20140304  353.3   232.0  302.1    4.3  0.112   5.276  (  3d)   MPO435065
                           2014 EK245  L4    4.791   5.129  14.8   20140304  224.2    95.7  211.1    7.4  0.034   4.960  (  3d)   MPO435065
                           2014 EK246  L4    4.763   5.503  14.4   20140304  200.1   136.0  195.4    7.6  0.072   5.133  (  3d)   MPO435065
                           2014 EA247  L4    4.915   5.599  14.4   20140304  217.4   142.6  175.9    7.7  0.065   5.257  (  3d)   MPO435065
                           2014 EO247  L4    4.914   5.625  14.1   20201217  215.67  175.5  342.7   17.3  0.067   5.270     7     MPO562509
                           2014 ET247  L4    5.047   5.222  14.6   20201217  316.46   81.4  344.8   20.1  0.017   5.134     6     MPO599508
                           2014 ED248  L4    5.044   5.400  14.6   20140304  255.2    88.7  191.8   18.3  0.034   5.222  (  3d)   MPO435066
                           2014 EF248  L4    4.760   5.566  14.6   20140304  113.0   128.2  284.3    6.4  0.078   5.163  ( 24d)   MPO435066
                           2014 EK248  L4    4.840   5.360  14.6   20140304  228.1   132.5  175.5    7.1  0.051   5.100  (  3d)   MPO435066
                           2014 EW253  L4    4.938   5.442  14.2   20201217  280.44  283.0  175.6    9.7  0.049   5.190    11     E2020-UQ6
                           2014 EH254  L4    4.567   5.812  14.3   20201217  286.68  279.9  153.7   28.0  0.120   5.190     7     E2020-V46
                           2014 ER254  L4    5.084   5.125  14.5   20201217  339.66  221.0  162.2    7.8  0.004   5.105     9     MPC xxxxx
                           2014 FV1    L4    4.828   5.700  13.5   20201217  285.21  342.5  100.9   14.7  0.083   5.264     9     E2020-UG0
                           2014 FE2    L4    4.998   5.442  14.4   20201217  223.94   33.8  121.3   16.0  0.042   5.220     7     E2020-TF9
                           2014 FW2    L4    4.605   5.871  13.9   20200531  241.96   36.9   70.2   12.6  0.121   5.238     6     MPO562509
                           2014 FJ3    L4    4.529   5.955  14.4   20140304   32.9    40.0   91.2   11.6  0.136   5.242  ( 11d)   MPO294924
                           2014 FJ4    L4    4.558   5.869  13.8   20201217  292.98  343.2   88.2    8.9  0.126   5.213     9     E2020-V46
                           2014 FT4    L4    4.782   5.465  14.3   20201217  238.50   74.3   67.5    8.6  0.067   5.123     9     E2020-TF9
                           2014 FG5    L4    4.676   5.567  14.6   20201217  275.84  337.8  121.3    8.6  0.087   5.121     7     E2020-UG0
                           2014 FM5    L4    4.792   5.688  13.7   20201217  250.34   45.8   75.3   17.6  0.086   5.240     6     E2020-V46
                           2014 FO5    L4    4.544   5.720  13.1   20201217  289.71  327.9  115.0   12.4  0.115   5.132    12     E2020-V09
                           2014 FU13   L4    4.954   5.359  14.0   20201217  310.43   42.9   20.2   37.6  0.039   5.156     5     E2020-UH6
                           2014 FZ13   L4    4.737   5.568  14.2   20201217  226.24   46.5  110.2   20.6  0.081   5.152     4     E2020-TF9
                           2014 FG30   L4    4.769   5.762  14.7   20201217  261.98  327.4  139.6   21.9  0.094   5.266     4     E2020-YF2
                           2014 FK30   L4    4.554   5.879  14.0   20201217  359.32  254.2  121.6   16.5  0.127   5.216     7     MPO599509
                           2014 FG38   L4    4.654   5.644  14.0   20201217  278.10    2.3  106.3   22.3  0.096   5.149     8     MPO599509
                           2014 FZ39   L4    4.920   5.352  14.4   20201217  205.78  136.9   36.2   10.8  0.042   5.136     5     MPO495813
                           2014 FT43   L4    4.717   5.529  14.5   20200531  269.98   51.9   45.5    8.0  0.079   5.123     8     MPO562511
                           2014 FZ51   L4    4.768   5.657  13.9   20201217  271.80   99.8  347.7   25.8  0.085   5.213     3     E2020-UQ6
                           2014 FD60   L4    4.778   5.746  14.7   20140324   59.6   110.6   10.0   17.9  0.092   5.262  (  5d)   MPO294928
                           2014 FZ60   L4    5.123   5.351  14.6   20201217  216.90  344.9  190.0   11.1  0.022   5.237  (  8d)   E2020-N04
                           2014 FG61   L4    4.677   5.788  14.6   20201217  278.88  273.0  188.4    7.5  0.106   5.233    10     MPO599510
                           2014 FC63   L4    4.805   5.662  13.1   20201217  275.06  112.8  340.5   17.4  0.082   5.234     9     E2020-VE3
                           2014 FD72   L4    4.923   5.334  14.6   20201217   20.99  294.7   68.9    8.4  0.040   5.128     5     E2020-V70
                           2014 FU81   L4    5.109   5.493  14.4   20201217   36.38  335.5    7.7    7.3  0.036   5.301     7     E2020-V16
                           2014 GT     L4    4.870   5.519  13.8   20201217  254.85  124.1   11.0   30.0  0.062   5.195     6     MPO599511
                           2014 GR8    L4    4.959   5.439  13.5   20201217  338.54   39.1  345.7   30.8  0.046   5.199     5     E2020-V70
                           2014 GL9    L4    5.200   5.286  14.2   20201217  232.68  314.0  199.3    7.0  0.008   5.243    11     MPO599511
                           2014 GM9    L4    4.910   5.702  13.7   20201217  341.69   41.3  354.9    6.9  0.075   5.306    10     MPO599511
                           2014 GN10   L4    5.066   5.328  13.9   20201217  257.14  138.1  353.2    6.7  0.025   5.197    11     MPO599511
                           2014 GD11   L4    5.009   5.350  14.3   20201217  260.96  127.7  358.4   20.4  0.033   5.180     6     MPO599511
                           2014 GN20   L4    4.584   5.855  14.0   20201217  333.43  210.8  202.6   20.6  0.122   5.220     7     E2020-V32
                           2014 GC48   L4    4.834   5.642  13.5   20201217  332.83  344.0   78.5   18.1  0.077   5.238     9     MPO599512
                           2014 GH48   L4    5.094   5.394  14.1   20201217  297.03   10.5   75.0   12.0  0.029   5.244    10     MPO599512
                           2014 GO53   L4    4.553   5.848  14.1   20201217    2.05  237.6  119.9   13.6  0.125   5.201     7     MPO599512
                           2014 GN54   L4    4.883   5.637  14.6   20201217  298.13   75.7    4.5    7.0  0.072   5.260     7     MPO599512
                           2014 GA72   L4    4.434   5.959  14.3   20201217  264.21  257.2  242.4   10.1  0.147   5.196     3     MPO599513
                           2014 HJ11   L4    5.045   5.342  14.0   20201217  284.28   86.3   23.9   24.1  0.029   5.193     8     MPO599514
                           2014 HJ76   L4    5.026   5.319  14.9   20201217   27.89  313.9   73.1    5.1  0.028   5.172     6     MPO599516
                           2014 HY143  L4    4.871   5.547  13.9   20201217  281.85   87.2   12.5    9.8  0.065   5.209     9     MPO599517
                           2014 HG147  L4    4.792   5.620  13.8   20201217  257.67  115.4   10.9   10.6  0.080   5.206    10     MPO599517
                           2014 HJ211  L4    5.212   5.302  14.0   20201217  322.48  241.3  185.1   27.8  0.009   5.257     9     MPO599519
                           2014 JZ54   L4    4.365   6.079  13.5   20201217  239.05   28.3  102.6   31.5  0.164   5.222     6     MPO456892
                           2014 KR39   L4    4.909   5.441  13.3   20201217  285.52  265.2  173.6   39.1  0.051   5.175     9     MPO599526
                           2014 KZ84   L4    4.921   5.631  13.5   20201217  269.36  344.1  100.1   10.8  0.067   5.276    10     E2020-U37
                           2014 KH85   L4    4.865   5.642  13.4   20201217  273.41  339.7  105.8   11.9  0.074   5.254    10     E2020-U37
                           2014 KC91   L4    4.856   5.450  13.2   20201217  200.33   90.5   86.8   11.9  0.058   5.153    13     MPO599528
                           2014 MB27   L4    5.056   5.503  13.9   20201217  291.39  250.4  206.4   29.6  0.042   5.280     7     E2020-V32
                           2014 QM438  L5    4.565   5.870  14.0   20201217  221.01  283.0   86.4   11.7  0.125   5.217     6     MPO545936
                           2014 RC13   L5    5.016   5.412  13.6   20140831  359.8   173.2  263.6   24.7  0.038   5.214  (  4d)   MPO311499
                           2014 RA64   L5    4.643   5.540  14.6   20201217  229.94  307.8   67.7   22.3  0.088   5.092  ( 98d)   MPO415972
                           2014 RR78   L5    5.048   5.240  14.6   20201217  243.73  206.8  162.0   13.9  0.019   5.144     9     MPC xxxxx
                           2014 SJ309  L5    4.732   5.468  13.9   20201217  249.87  298.3   44.3   37.6  0.072   5.100     6     MPO545940
                           2014 SO349  L5    5.117   5.223  14.4   20201217  338.99  167.8   89.9   29.5  0.010   5.170     4     MPO545940
                           2014 SP365  L5    4.643   5.782  14.2   20201217  187.84  324.7   96.5   27.1  0.109   5.213     4     MPO554576
                           2014 SM366  L5    5.007   5.319  14.3   20201217  151.99  311.2  148.9   24.6  0.030   5.163     5     MPO554576
                           2014 ST377  L5    5.048   5.402  13.4   20200531  242.54  121.6  228.4   27.8  0.034   5.225     3     MPO562586
                           2014 SE378  L5    4.997   5.629  13.5   20201217  292.82  164.3  139.0   29.1  0.060   5.313     7     MPO545940
                           2014 TT44   L5    4.984   5.329  13.4   20201217  218.85  327.7   38.8   25.0  0.033   5.156     7     MPO545941
                           2014 TG57   L5    4.730   5.459  13.8   20201217  253.91  126.5  222.4   27.2  0.072   5.095    11     MPO554578
                           2014 TQ66   L5    4.960   5.455  13.5   20201217  240.79  115.6  228.7   14.3  0.047   5.208    11     MPO545941
                           2014 TX75   L5    5.118   5.262  14.2   20201217  198.96  163.4  207.9   22.8  0.014   5.190     5     MPO544256
                           2014 TL86   L5    4.688   5.668  14.2   20201217  229.78  304.1   58.0   29.7  0.095   5.178  (114d)   MPO415984
                           2014 TD96   L5    5.036   5.479  13.6   20201217  358.78   12.9  235.6   28.9  0.042   5.258     7     E2020-V70
                           2014 TT103  L5    4.968   5.504  14.5   20201217  278.34  210.9  107.9    7.6  0.051   5.236     9     E2020-OA3
                           2014 UA22   L5    4.713   5.544  13.9   20201217  244.03  258.0  102.9    7.9  0.081   5.128     9     MPO554580
                           2014 UQ27   L5    5.014   5.605  13.8   20201217  281.40   88.7  225.1   23.3  0.056   5.310     9     MPO554580
                           2014 UP41   L5    4.725   5.745  14.1   20201217  162.19   58.0   30.9    5.6  0.097   5.235    14     MPO554580
                           2014 UV66   L5    4.878   5.675  13.7   20201217  243.21  111.5  243.5   31.1  0.075   5.277     5     MPO545942
                           2014 UN88   L5    4.842   5.416  13.9   20201217  218.40  172.0  207.3    8.2  0.056   5.129    11     MPO554580
                           2014 UB94   L5    4.896   5.487  14.1   20201217  244.54  296.2   55.0   31.0  0.057   5.192     2     E2020-O05
                           2014 UM94   L5    4.887   5.351  13.6   20201217  266.66  280.2   53.1   29.1  0.045   5.119     9     MPO554581
                           2014 US97   L5    4.737   5.509  14.2   20201217  253.43  270.6   66.2   19.2  0.075   5.123     5     MPO545943
                           2014 UO98   L5    4.725   5.576  14.0   20201217  207.42  322.4   63.4   23.3  0.083   5.150     6     MPO545943
                           2014 US130  L5    4.558   5.815  14.4   20201217  247.68   88.3  234.1   10.2  0.121   5.187     2     MPO424674
                           2014 UM154  L5    4.638   5.800  14.4   20201217  169.06  328.9  110.5    6.8  0.111   5.219     6     MPO544272
                           2014 UX168  L5    4.960   5.499  14.1   20201217  323.53  237.9   31.3   17.7  0.052   5.229     8     MPO554582
                           2014 UA169  L5    4.775   5.648  14.7   20201217  169.09  167.4  262.6   12.0  0.084   5.212     2     MPO519942
                           2014 UJ186  L5    4.801   5.572  14.4   20201217  198.37  354.9   31.2   22.8  0.074   5.186     4     E2020-O05
                           2014 UO203  L5    5.102   5.236  13.9   20201217  250.57  265.7   89.6   10.4  0.013   5.169     8     MPO554583
                           2014 UA209  L5    4.995   5.495  12.7   20201217  245.30  275.4   78.9   32.4  0.048   5.245    13     MPO554583
                           2014 UU209  L5    4.787   5.507  15.0   20141030  202.2    57.2  147.6    4.8  0.070   5.147  (  4d)   MPO322382
                           2014 UX224  L5    4.890   5.636  14.6   20201217   57.37  347.8  202.5   28.6  0.071   5.263     3     MPO545944
                           2014 UQ225  L5    5.067   5.191  14.2   20201217   12.89  164.7   63.2    7.9  0.012   5.129    11     MPO554583
                           2014 UE245  L5    4.812   5.363  14.2   20201217  249.54  130.3  230.5   25.7  0.054   5.088     4     MPO550149
                           2014 UM250  L5    5.121   5.339  13.6   20201217  175.66   65.7  344.6   26.2  0.021   5.230     6     MPO554584
                           2014 UY250  L5    4.898   5.627  14.2   20201217   67.97  127.7   54.5   22.1  0.069   5.263     4     MPO554584
                           2014 UC251  L5    4.950   5.463  14.5   20201217   53.19  278.9  272.7    0.9  0.049   5.207     6     MPO545945
                           2014 UE251  L5    4.499   5.904  14.3   20201217  213.75  121.8  257.3   13.8  0.135   5.202     5     E2020-HL1
                           2014 UZ251  L5    5.092   5.441  14.5   20201217   95.26  111.9   29.1   23.4  0.033   5.266     4     MPO545945
                           2014 US255  L5    4.959   5.301  13.7   20200531  244.07  296.7   28.2   27.2  0.033   5.130     9     MPO562590
                           2014 UK256  L5    4.910   5.387  14.3   20200531  296.02  237.1   57.8   32.4  0.046   5.149     3     MPO562590
                           2014 UZ257  L5    4.856   5.447  14.0   20201217  273.96   74.9  238.7   20.4  0.057   5.151     7     E2020-O85
                           2014 UB258  L5    4.722   5.605  14.2   20201217  284.79  317.7  353.1    7.2  0.086   5.164     6     E2020-O85
                           2014 UC258  L5    4.685   5.628  14.5   20201217  317.53  262.7   30.6   10.5  0.091   5.157     9     E2020-OA3
                           2014 UQ260  L5    4.969   5.347  14.3   20201217  253.14  311.5   39.4   32.3  0.037   5.158     6     E2020-OA3
                           2014 UZ262  L5    5.022   5.508  14.4   20201217  174.64   14.0   52.2   13.5  0.046   5.265     5     E2020-UQ6
                           2014 UA263  L5    4.935   5.588  13.9   20201217  305.92  227.6   59.7   30.0  0.062   5.261     4     MPC xxxxx
                           2014 VO7    L5    4.705   5.548  14.0   20201217  222.74  140.6  240.6   23.0  0.082   5.127     2     MPO554584
                           2014 VF8    L5    4.832   5.585  13.2   20201217  304.75   58.9  241.5   29.7  0.072   5.208     7     MPO554585
                           2014 VH8    L5    4.793   5.455  13.6   20201217  260.01  112.4  235.6   21.0  0.065   5.124    10     MPO554585
                           2014 VB26   L5    4.898   5.282  13.4   20201217  299.74   66.2  252.3   22.1  0.038   5.090     8     MPO554585
                           2014 VH26   L5    4.825   5.361  13.8   20201217  302.11  241.9   70.5   22.7  0.053   5.093     7     MPO554585
                           2014 VP28   L5    4.967   5.201  14.4   20141119  269.4   259.7  254.5    7.0  0.023   5.084  (  9d)   MPO322386
                           2014 VJ35   L5    4.636   5.680  13.8   20201217  109.53  267.8  234.7   14.4  0.101   5.158     8     MPO554585
                           2014 VZ37   L5    5.059   5.514  13.9   20201217  257.35  275.7   62.4   30.2  0.043   5.287     5     MPO545945
                           2014 VU41   L5    4.626   5.685  14.5   20201217  225.18   57.8  312.2   14.0  0.103   5.156     4     E2020-N54
                           2014 VD42   L5    5.196   5.226  14.3   20201217   96.68  273.5  225.1   15.4  0.003   5.211     6     E2020-U22
                           2014 WB     L5    4.865   5.587  13.4   20201217  142.79    6.1  102.7   11.1  0.069   5.226    17     MPO554585
                           2014 WC     L5    4.898   5.338  14.5   20141119   30.2   155.2  228.1   25.3  0.043   5.118  ( 10d)   MPO322387
                           2014 WD     L5    5.092   5.337  14.4   20201217  338.56  305.5  308.8    2.2  0.024   5.215    10     E2020-O85
                           2014 WU4    L5    5.105   5.426  14.2   20201217  344.27   25.8  226.1   22.1  0.030   5.265     5     E2020-O85
                           2014 WM6    L5    4.773   5.582  13.0   20201217   32.26  334.4  239.6    9.2  0.078   5.177    14     MPO554585
                           2014 WN6    L5    5.198   5.396  13.3   20201217  332.53   36.9  220.7   24.6  0.019   5.297    11     MPO554585
                           2014 WJ15   L5    4.785   5.600  14.4   20201217  211.52  145.5  232.1   15.5  0.078   5.193     5     MPO545945
                           2014 WB18   L5    4.788   5.648  13.8   20201217  277.36   70.8  253.8   27.8  0.082   5.218     4     E2020-O05
                           2014 WG24   L5    4.542   5.934  14.0   20201217  195.20  148.7  264.2   18.3  0.133   5.238     6     MPO554586
                           2014 WM24   L5    4.735   5.578  13.9   20201217    7.71  183.8   53.1   17.6  0.082   5.156     9     MPO550186
                           2014 WQ27   L5    4.927   5.445  14.3   20141119  341.0   186.6  249.1    4.9  0.050   5.186  (  6d)   MPO322391
                           2014 WM29   L5    4.689   5.684  13.8   20201217  265.44   90.5  235.3   27.1  0.096   5.187     5     MPO473350
                           2014 WO44   L5    4.819   5.743  14.0   20201217   79.90  103.7   66.6   14.0  0.088   5.281     6     MPO554586
                           2014 WK53   L5    4.561   5.808  14.1   20201217  258.94  266.3   73.9    7.9  0.120   5.185     7     MPO545946
                           2014 WQ53   L5    4.978   5.352  14.2   20201217  190.62  180.7  243.7   27.2  0.036   5.165     2     MPO554586
                           2014 WY60   L5    4.810   5.485  14.3   20201217  262.45  261.1   68.4   24.3  0.066   5.147     5     MPO545946
                           2014 WT119  L5    4.944   5.585  12.7   20201217  207.58  281.3  116.5   23.9  0.061   5.265    15     MPO554588
                           2014 WV119  L5    4.701   5.541  14.2   20141119   33.2   118.1  270.2   18.3  0.082   5.121  ( 58d)   MPO322404
                           2014 WZ119  L5    4.945   5.423  12.7   20201217  242.95  268.7   86.5   32.4  0.046   5.184    13     MPO554588
                           2014 WA120  L5    5.095   5.413  12.9   20201217  171.73  327.1  106.4   23.5  0.030   5.254    11     MPO554588
                           2014 WN120  L5    4.883   5.573  13.8   20141119  181.9   316.6  277.8   14.3  0.066   5.228  ( 29d)   MPO322404
                           2014 WX123  L5    4.806   5.588  14.2   20201217  331.01  213.7   66.9   25.1  0.075   5.197     7     E2020-OA3
                           2014 WD124  L5    4.741   5.545  13.5   20201217  271.12   80.0  257.3   17.0  0.078   5.143     8     MPO554588
                           2014 WG129  L5    4.939   5.556  14.0   20201217  149.92  212.8  227.3   15.7  0.059   5.247     7     E2020-OA3
                           2014 WO130  L5    4.680   5.651  13.7   20201217  355.43   10.2  241.5   13.5  0.094   5.165     8     MPO554588
                           2014 WZ131  L5    4.434   5.880  13.9   20201217  290.94   63.6  241.3   16.1  0.140   5.157     5     MPO545947
                           2014 WE132  L5    4.501   5.840  14.1   20201217    7.08    3.4  240.0   13.1  0.130   5.171     8     MPO550200
                           2014 WT132  L5    4.712   5.657  14.6   20201217  267.36   84.9  246.9   20.4  0.091   5.185  ( 16d)   E2020-N04
                           2014 WS141  L5    4.674   5.593  14.2   20201217  287.19  247.7   71.7   16.2  0.090   5.133     3     E2020-O05
                           2014 WW142  L5    4.917   5.610  14.6   20201217  226.48  299.4   71.8    3.6  0.066   5.264     7     E2021-B84
                           2014 WH183  L5    4.916   5.551  14.4   20201217  235.79  245.3   84.5    8.1  0.061   5.234     7     MPO544299
                           2014 WM201  L5    4.792   5.475  13.5   20201217  279.27   39.5  282.7   17.3  0.067   5.133     8     MPO545947
                           2014 WD211  L5    4.703   5.774  13.5   20201217  291.45   69.7  242.3   23.2  0.102   5.238     6     MPO545948
                           2014 WB214  L5    4.901   5.522  13.7   20201217  166.91  341.1   78.4   12.7  0.060   5.211    11     MPO545948
                           2014 WJ217  L5    4.954   5.413  13.9   20201217  235.78  311.1   48.3   10.2  0.044   5.184     9     MPO554589
                           2014 WN219  L5    4.954   5.418  14.0   20201217  275.63   73.1  243.1   19.1  0.045   5.186     5     E2020-O05
                           2014 WM221  L5    4.735   5.612  14.5   20201217  163.60   31.9   49.2   12.3  0.085   5.174     7     MPO545948
